run_id,scope_level,agency_name,domain,archetype_primary,nexo_project_count,web_project_count,matched_project_count,coverage_critical_pct,requires_playwright,extraction_cost_level,viability_score,final_decision,included_in_mvp,condition_or_exclusion_reason,next_action
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,PAQARI INMOBILIARIA,grupopaqari.pe,wordpress_sitemap_rest_html,1,2,0,61,false,low_medium,66,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,PRAGA DESARROLLO INMOBILIARIO,pragadi.com.pe,embedded_json_html,1,7,1,61,false,medium,69,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,PROCITY,procity.com.pe,playwright_rendered_html,1,0,0,0,true,high,17,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,QOLONO INMOBILIARIA,,discovery_pending,1,0,0,0,false,unknown,0,Discovery pendiente,false,Web oficial no confirmada.,Confirmar dominio oficial o mantener fuera del MVP inicial.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,QUARK GRUPO INMOBILIARIO,quarkgrupoinmobiliario.com,wordpress_sitemap_rest_html,1,10,0,39,false,low_medium,68,Go condicionado,false,Inclusion condicionada: 8 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,TECTONICA GRUPO INMOBILIARIO,tectonica.com.pe,wordpress_sitemap_rest_html,1,13,0,50,false,low_medium,70,Go condicionado,false,Inclusion condicionada: 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,TM GESTION INMOBILIARIA,tmgi.com.pe,blocked_or_restricted,1,20,0,0,false,not_allowed,15,No-go técnico,false,"Acceso bloqueado, login/CAPTCHA o sitio no estructurable sin evasion permitida.",Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Backlog posterior,TRIBECA INMOBILIARIA,tribeca.com.pe,wordpress_sitemap_rest_html,1,4,0,0,false,low_medium,49,Discovery pendiente,false,Discovery completo pero muestra Fase 5 insuficiente para decidir alcance final.,Ejecutar muestra Fase 5 para esta web antes de decidir MVP.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,VERONES GRUPO INMOBILIARIO,grupo-verones.com,embedded_json_html,1,6,0,54,false,medium,68,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 6 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,VIBRANT,albamar.com.pe,wordpress_sitemap_rest_html,1,11,0,50,false,low_medium,74,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 7 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,VITTORIA INMOBILIARIA,vittoriainmobiliaria.com,wordpress_sitemap_rest_html,1,8,1,64,false,low_medium,75,Go condicionado,false,Inclusion condicionada: 1 campos requieren revision humana; 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
webs_propias_phase9_2026-06-14T20-43-58-350Z,Fuera de alcance,XYZ INMOBILIARIA,xyz.pe,wordpress_sitemap_rest_html,1,0,0,0,false,low_medium,40,No-go técnico,false,No hay URLs candidatas de proyecto para extraer.,Excluir del MVP automatizado o reevaluar solo si cambia la evidencia.
webs_propias_phase9_2026-06-14T20-43-58-350Z,MVP condicionado / enriquecimiento,YOPLAC ASOCIADOS,yoplacasociados.com,wordpress_sitemap_rest_html,1,4,0,64,false,low_medium,68,Go condicionado,false,Inclusion condicionada: 5 campos criticos no observados en muestra.,Completar revision de campos/matching y definir regla de inclusion.
